customer_id,company_name,company_size_headcount,segment,revenue_band_gbp,industry_vertical,industry_sub_vertical,hq_region,num_sites,num_countries,ownership_type,parent_group_structure,regulatory_regime,ma_activity_flag_12m,leadership_change_flag_12m,funding_stage,employee_growth_rate_yoy,remote_hybrid_ratio,owns_sdwan,owns_swg,owns_fwaas,owns_casb,owns_ztna,owns_dlp,owns_dem,owns_browser_isolation,owns_email_security,owns_cspm,owns_sspm,owns_sandboxing_atp,owns_mdr,primary_vendor,multi_vendor_flag,deployment_model,contract_value_gbp,contract_length_months,months_since_contract_start,months_until_renewal,num_active_skus,bundle_vs_ala_carte,product_adoption_rate,feature_adoption_rate,concurrent_users_pct,licensed_vs_active_seats_ratio,bandwidth_utilisation_trend,peak_vs_avg_usage_ratio,policy_rule_count,api_usage_volume,admin_login_frequency,num_active_admins,unused_license_pct,overage_incidents_12m,mobile_remote_endpoint_ratio,cloud_app_usage_volume,shadow_it_events_12m,genai_llm_traffic_volume,api_integration_count,config_drift_events,throughput_growth_rate,self_service_portal_logins,support_tickets_last_12m,avg_ticket_severity,ticket_resolution_time_avg_hrs,repeat_ticket_rate,escalation_count_12m,sla_breach_count_12m,nps_score,csat_score,qbr_frequency,days_since_last_qbr,days_since_last_exec_touchpoint,onboarding_completion_days,time_to_first_value_days,security_incidents_last_12m,incident_severity_distribution,breach_risk_score,threats_blocked_trend,false_positive_rate,mean_time_to_detect_hrs,mean_time_to_respond_hrs,phishing_sim_click_rate,vuln_scan_findings_trend,compliance_audit_findings,cyber_insurance_renewal_flag,peer_breach_disclosure_flag,acv_trend_pct,payment_on_time_pct,discount_level_pct,upsell_history_count_24m,downsell_history_count_24m,negotiation_intensity_flag,budget_cycle_month,procurement_complexity_flag,multi_year_commitment_flag,competitive_rfp_flag_12m,champion_identified_flag,champion_seniority_level,num_engaged_stakeholders,decision_maker_turnover_12m,exec_sponsor_engagement_level,tech_vs_business_buyer_ratio,account_team_tenure_months,cross_sell_conversation_count,reference_willingness_flag,event_webinar_attendance_12m,industry_avg_adoption_rate,peer_cohort_penetration_pct,industry_regulatory_pressure_trend,industry_threat_landscape_severity,competitor_product_presence_flag,industry_ma_consolidation_trend,industry_cloud_migration_maturity,industry_remote_work_trend,recent_funding_round_flag,recent_breach_disclosed_flag,security_it_hiring_signal,cloud_migration_announcement_flag,digital_transformation_flag,expansion_announcement_flag,regulatory_investigation_flag,security_leadership_hire_flag,tech_stack_change_signal,esg_certification_pursuit_flag,website_product_page_visits,content_downloads_12m,webinar_registrations_12m,email_engagement_rate,rep_touch_frequency,proposal_quote_requests_12m,competitor_comparison_page_visits,pricing_page_visits,adoption_rate_trend_3m,adoption_rate_trend_12m,ticket_volume_trend,usage_trend_6m,nps_trend,security_incident_trend,seasonality_adjusted_usage,days_since_last_product_addition,upsell_velocity,renewal_risk_trajectory,engagement_recency_decay_score,churn_risk_flag,upsell_target_ngfw,upsell_target_ztna,upsell_target_dlp,upsell_target_casb,upsell_target_dem,upsell_target_browser,upsell_target_email_sec,upsell_target_cspm,upsell_target_mdr
24,Argent & Co,96,SMB,2500000,Energy,Energy - Sub3,South East,1,1,Private,Subsidiary,GDPR,No,No,Private Equity,-7.3,9.7,0,0,0,0,0,0,0,1,0,0,0,0,0,Palo Alto Networks,No,Fully Managed,18900,12,19,7,2,Bundle,45.5,42.5,68.8,1.14,-4.6,2.2,12,167,3,1,53.0,0,22.7,54,12,118,0,0,17.1,1,20,Medium,48.1,16.8,1,1,14,44.6,Quarterly,7,140,20,36,5,Mixed,38,-37.8,7.8,18.08,20.67,20.2,-22.2,1,No,Yes,-10.4,100.0,14.9,0,2,Medium,Jan,Medium,Yes,No,Yes,None,3,No,Low,1.14,24,0,No,1,49.5,44.5,Stable,Low,No,Medium,43.6,Decreasing,No,No,High,No,No,No,No,No,No,No,2,7,2,46.5,4,0,1,3,-4.7,-17.7,-7.2,-3.9,-9.3,6.1,-3.9,211,7.8,Stable,22.1,No,0,0,0,0,0,0,0,0,0
25,Zenith Solutions,83,SMB,3500000,Financial Services,Financial Services - Sub2,South East,1,1,Private,Subsidiary,FCA/PCI,No,Yes,N/A,17.8,54.7,0,0,0,0,0,0,0,0,1,0,0,0,0,Cisco,No,Co-Managed,15900,12,40,23,4,Bundle,38.3,25.3,98.0,1.43,-8.6,2.58,13,222,4,1,60.4,0,51.9,58,8,161,3,2,-10.6,2,29,Low,54.0,0.8,1,1,29,43.1,Quarterly,68,108,25,1,3,Mostly High,45,44.4,23.3,1.96,8.74,22.4,9.7,2,Unknown,No,35.6,86.2,18.0,2,2,High,Jul,Medium,Yes,No,No,Director,3,No,Low,1.88,19,0,No,0,52.1,5.0,Stable,High,Yes,Low,35.9,Increasing,No,No,Medium,Yes,No,No,No,No,No,No,10,1,1,34.1,3,0,2,1,2.8,5.9,1.8,-4.6,0.6,-5.2,-15.0,48,16.6,Stable,55.8,No,0,0,1,0,0,0,0,0,0
26,Halo Industries,1610,Corporate,44900000,Logistics,Logistics - Sub1,London,19,4,PE-Backed,Subsidiary,GDPR,Yes,No,N/A,-12.0,45.2,0,0,1,0,0,0,1,0,0,0,0,0,0,Zscaler,No,Fully Managed,88900,36,58,24,2,Bundle,36.7,24.0,56.9,1.35,2.9,1.47,21,226,4,2,67.9,0,61.5,77,17,84,3,1,11.7,1,21,Low,31.7,36.9,2,2,21,32.9,Ad-hoc,32,14,43,36,4,Mixed,48,11.3,4.7,1.41,8.43,37.2,-10.2,1,No,No,6.3,100.0,6.0,0,1,Low,Jul,Medium,No,No,Yes,VP,4,No,Low,2.94,4,2,Yes,1,65.4,7.1,Increasing,Medium,Unknown,Low,58.9,Stable,No,No,Medium,No,Yes,No,No,No,No,No,9,0,1,17.2,3,0,0,1,1.1,3.4,1.3,-9.4,-13.3,6.5,16.0,165,7.1,Improving,63.3,Yes,0,0,0,0,0,0,1,0,0
27,Acme & Co,890,Mid-Market,47900000,Education,Education - Sub3,Midlands,7,2,PE-Backed,Standalone,GDPR,No,No,Post-IPO,11.3,30.7,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,32200,12,2,9,3,A la carte,59.6,38.3,53.4,1.65,13.3,3.13,12,69,30,2,56.0,0,21.2,99,13,586,2,3,1.1,3,17,Low,56.5,10.2,2,2,76,73.5,Quarterly,20,263,86,18,3,Mostly Low,15,-18.7,0.0,0.78,6.73,21.9,-29.6,4,Unknown,No,-2.9,96.1,9.5,2,0,Low,Apr,High,Yes,No,No,Director,7,No,Medium,0.64,9,2,No,2,47.6,30.5,Decreasing,Medium,Unknown,Medium,55.4,Decreasing,No,Yes,High,No,No,No,No,No,No,No,6,1,2,38.8,4,1,0,0,-2.8,-8.9,1.8,7.6,8.8,-4.0,2.5,60,2.0,Stable,10.7,No,1,0,0,0,1,0,1,0,0
28,Nova Partners,1969,Enterprise,105200000,Professional Services,Professional Services - Sub2,Scotland,18,5,Private,Subsidiary,GDPR,No,Yes,N/A,2.9,34.9,1,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,Yes,Fully Managed,107700,36,7,17,2,Bundle,31.0,24.2,52.8,0.8,17.2,2.21,25,130,5,3,66.5,0,29.0,29,7,16,1,1,-3.0,5,23,Medium,24.9,17.5,5,0,40,28.7,Annually,85,107,36,1,3,Mixed,55,2.8,12.3,1.51,2.88,19.4,3.9,1,Yes,No,4.9,100.0,6.7,1,0,Medium,Apr,Medium,No,No,No,Manager,2,No,Medium,1.26,15,1,No,2,64.3,54.1,Increasing,High,Unknown,High,64.6,Stable,No,No,Medium,No,No,No,No,No,Yes,No,0,3,0,39.1,6,1,0,1,-1.6,-5.1,5.8,12.4,9.0,-4.6,0.7,13,18.0,Stable,24.7,Yes,0,1,0,0,1,0,0,0,1
29,Argent Holdings,1483,Corporate,55100000,Media,Media - Sub2,South East,14,2,Public,Standalone,GDPR,No,No,N/A,5.7,81.6,0,1,0,0,0,0,0,0,1,0,0,0,0,Fortinet,Yes,Co-Managed,105600,24,23,23,4,Bundle,40.7,39.2,55.5,1.23,2.2,2.35,47,312,23,2,69.8,1,66.3,26,7,602,3,5,23.9,2,21,Low,1.0,4.1,2,4,25,39.2,Quarterly,57,47,34,20,3,Mixed,73,41.3,10.2,26.92,27.73,19.5,-5.4,3,Yes,Yes,-9.1,100.0,1.8,0,0,Medium,Jan,Low,Yes,No,Yes,Manager,1,Yes,Medium,1.3,3,1,No,3,49.1,33.8,Increasing,Medium,Yes,Low,64.2,Increasing,No,No,Low,No,No,No,No,No,No,Yes,6,0,1,2.7,7,0,0,0,5.7,17.5,0.8,-4.5,-15.7,6.5,3.4,23,27.4,Improving,17.7,No,0,0,0,0,0,0,0,0,0
30,Zenith Partners,89,SMB,5200000,Utilities,Utilities - Sub1,Wales,1,1,Private,Standalone,GDPR,No,No,Series B+,-0.1,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Self-Managed,8000,36,8,7,1,A la carte,42.1,26.4,57.5,0.97,28.6,1.78,1,8,1,1,59.3,3,12.5,35,6,97,5,4,26.4,6,19,Low,1.0,4.6,1,0,26,53.8,Quarterly,128,22,55,11,1,Mostly Low,27,-50.0,35.3,7.22,14.41,8.8,-29.3,1,No,No,8.0,88.3,19.3,2,0,Medium,Oct,Medium,No,No,Yes,Director,4,No,None,1.41,29,1,No,1,17.1,36.3,Increasing,Medium,No,Medium,54.2,Increasing,No,No,High,No,No,No,No,No,No,No,15,2,1,44.6,3,0,0,3,-10.7,-27.6,2.6,-0.8,3.4,3.5,19.4,70,18.5,Stable,53.6,No,0,0,0,0,0,0,0,1,1
31,Argent Corp,56,SMB,3300000,Financial Services,Financial Services - Sub1,Midlands,1,1,PE-Backed,Standalone,FCA/PCI,No,No,N/A,-3.4,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Co-Managed,8000,24,3,2,1,Bundle,34.3,34.2,43.6,1.56,14.1,2.78,1,349,3,1,51.9,2,77.2,50,13,854,4,2,-12.7,1,22,Medium,17.9,22.6,5,2,34,34.2,Annually,66,9,31,11,4,Mostly High,71,15.8,31.1,0.1,1.47,14.4,-16.9,3,No,No,3.7,100.0,23.5,1,0,Medium,Apr,Low,No,No,Yes,Director,1,No,Low,1.21,3,2,Yes,2,59.9,11.9,Stable,Medium,Yes,Medium,59.7,Increasing,Yes,No,None,No,No,Yes,No,No,No,No,5,2,2,55.1,4,2,0,1,6.8,13.7,-0.5,8.5,3.1,0.7,2.6,38,17.3,Stable,39.6,Yes,0,0,0,0,0,0,0,0,0
32,Sterling Corp,2022,Public Sector,50900000,Technology,Technology - Sub3,South West,10,2,PE-Backed,Subsidiary,GDPR,No,No,N/A,2.2,77.6,0,0,0,0,1,0,0,0,0,0,0,0,0,Fortinet,No,Co-Managed,45600,12,11,3,3,Bundle,61.5,58.6,51.8,1.68,5.1,3.58,24,140,45,4,40.6,1,75.2,54,15,409,3,2,16.7,4,14,Medium,12.6,31.2,2,0,54,65.9,Annually,47,13,33,24,5,Mixed,17,43.0,24.7,0.82,1.95,25.5,-0.3,3,Yes,No,6.7,97.0,0.1,0,0,High,Apr,Low,No,No,No,Manager,3,No,None,1.53,45,1,No,0,81.2,20.7,Stable,Medium,Unknown,High,87.1,Decreasing,Yes,No,Low,No,Yes,No,No,No,Yes,No,6,4,1,27.2,4,1,1,0,8.0,29.2,-10.5,2.5,5.0,1.4,9.5,78,9.1,Worsening,35.6,No,0,0,1,1,1,1,0,0,1
33,Cascade PLC,180,Mid-Market,6200000,Legal,Legal - Sub2,Scotland,1,1,Private,Standalone,GDPR,No,No,N/A,14.9,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,8000,24,4,13,3,A la carte,44.0,35.2,44.9,1.17,4.5,1.91,1,200,17,1,54.8,2,25.1,36,4,300,6,4,33.2,18,27,High,63.4,28.5,1,1,18,40.0,Annually,33,143,58,19,5,Mixed,68,4.2,5.6,1.9,24.79,5.4,2.8,3,No,No,8.4,80.8,5.1,2,1,Medium,Oct,Medium,Yes,No,Yes,Director,1,No,None,2.09,1,1,Yes,0,60.9,24.1,Increasing,Low,No,Medium,42.8,Increasing,No,No,None,Yes,No,No,No,No,No,No,1,1,1,22.9,9,0,1,5,5.3,10.6,0.3,-0.0,-3.6,20.8,11.5,174,21.8,Worsening,46.1,Yes,0,0,0,0,0,1,0,0,0
34,Nova Systems,781,Mid-Market,34400000,Healthcare,Healthcare - Sub2,South West,7,1,Private,Standalone,HIPAA-equiv,No,No,N/A,4.5,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,Yes,Fully Managed,39000,12,14,16,2,Bundle,45.6,40.0,55.8,1.25,-26.7,2.26,1,372,18,1,67.0,0,29.3,132,34,32,0,1,16.2,25,19,Low,33.5,14.1,3,3,24,44.0,Quarterly,20,304,66,24,1,Mixed,29,32.1,17.7,8.09,9.82,24.6,-14.6,2,Unknown,No,26.8,89.2,12.8,2,0,Low,Jan,Medium,No,No,No,Director,3,No,Medium,1.93,26,0,Yes,1,57.7,28.4,Increasing,Low,Unknown,Medium,50.0,Stable,No,No,High,No,No,No,No,No,No,No,7,0,0,28.7,10,2,0,1,2.7,10.7,5.4,14.8,2.2,13.1,-4.7,13,10.8,Worsening,48.2,No,0,0,0,0,0,0,0,0,1
35,Anchor Partners,363,Mid-Market,8500000,Insurance,Insurance - Sub3,South West,2,1,Private,Subsidiary,GDPR,No,Yes,Series B+,13.1,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,10400,12,19,0,3,A la carte,45.6,29.7,86.4,1.1,-4.1,2.47,1,106,3,1,46.3,2,44.2,48,10,322,3,6,-14.8,3,14,Low,30.4,9.5,1,1,31,50.5,Ad-hoc,44,7,70,40,4,Mixed,63,32.8,19.2,7.36,7.57,16.7,15.5,2,Yes,No,18.1,78.4,10.2,0,0,Medium,Jul,Low,No,No,Yes,Manager,1,No,None,1.48,4,1,No,3,90.0,47.7,Increasing,Medium,Unknown,High,77.0,Increasing,No,No,High,Yes,No,No,No,Yes,No,No,11,0,1,5.3,7,0,0,1,-1.8,-7.1,-15.0,5.9,-1.8,-6.2,7.5,26,2.0,Improving,38.1,No,0,1,0,0,0,0,1,0,0
36,Acme Industries,2718,Corporate,96000000,Manufacturing,Manufacturing - Sub2,North,20,4,PE-Backed,Standalone,GDPR,No,No,Post-IPO,5.1,53.3,1,1,1,0,1,0,1,0,1,0,0,1,0,Fortinet,No,Co-Managed,266900,24,96,9,9,Bundle,38.9,34.5,77.1,0.87,-10.7,2.95,61,80,56,12,56.4,1,54.3,92,17,767,2,3,9.9,3,20,Low,47.3,13.2,0,1,25,36.5,Annually,27,117,32,59,3,Mostly Low,48,72.6,39.6,18.74,19.95,23.6,-13.8,1,Unknown,No,14.3,100.0,0.0,0,0,Medium,Apr,Medium,Yes,No,No,Director,1,Yes,Low,1.66,35,2,No,1,65.3,23.1,Increasing,High,Yes,Low,65.3,Decreasing,No,No,High,No,No,No,No,No,No,No,7,4,0,37.1,6,0,0,2,-3.0,-11.4,-1.3,5.3,-3.7,-2.1,7.5,841,8.8,Stable,18.3,Yes,0,0,0,0,0,0,0,0,0
37,Halo Holdings,1480,Corporate,45100000,Healthcare,Healthcare - Sub2,North,10,3,Private,Standalone,HIPAA-equiv,No,No,N/A,15.3,43.4,1,0,0,0,0,1,0,0,0,0,0,0,0,Zscaler,No,Co-Managed,57000,24,39,4,5,Bundle,93.0,87.1,98.0,1.55,1.0,2.71,40,513,23,3,0.0,1,51.9,68,14,93,6,1,2.7,4,10,Medium,1.0,13.0,0,0,77,96.7,Annually,27,5,65,46,2,Mostly Low,9,-5.9,21.4,4.66,7.16,18.1,2.6,2,No,No,20.0,87.7,11.3,0,0,Low,Jul,High,No,No,No,Director,2,No,Medium,2.5,15,1,No,2,45.5,67.2,Decreasing,Medium,No,Medium,36.9,Stable,No,No,High,Yes,No,No,No,No,No,No,1,4,2,33.2,5,2,0,0,1.7,3.4,-4.9,15.1,6.6,-19.8,4.6,42,33.8,Stable,35.0,No,1,0,0,1,1,1,0,1,1
38,Argent & Co,705,Mid-Market,40900000,Manufacturing,Manufacturing - Sub3,North West,4,1,Private,Subsidiary,GDPR,No,No,N/A,13.0,27.1,1,0,1,0,0,1,0,0,1,0,0,0,0,Palo Alto Networks,Yes,Fully Managed,83000,24,54,5,6,A la carte,65.6,39.9,58.5,0.92,-8.3,2.41,40,37,7,1,41.1,0,24.0,79,6,167,1,3,-13.6,6,16,Medium,29.0,14.5,0,1,63,62.6,Quarterly,164,113,51,29,1,Mixed,33,52.8,8.9,1.51,22.5,22.4,6.9,5,Unknown,No,10.3,74.2,18.2,1,0,Medium,Jan,Low,No,No,Yes,Director,1,Yes,Low,2.24,18,1,No,5,67.1,51.6,Stable,Medium,Yes,Medium,63.7,Stable,No,No,High,No,No,No,No,No,No,Yes,1,0,0,35.3,7,1,0,0,5.3,10.7,-15.0,0.2,1.4,6.3,-1.5,161,15.4,Worsening,40.7,No,0,1,0,0,0,0,0,0,0
39,Meridian Industries,1468,Corporate,53500000,Energy,Energy - Sub1,South West,8,1,Private,Subsidiary,GDPR,No,No,N/A,1.5,53.9,0,0,0,0,1,0,0,0,1,0,0,0,0,Fortinet,No,Co-Managed,107800,24,17,14,2,A la carte,64.2,55.2,79.4,1.29,-16.4,2.45,35,89,31,5,35.6,1,64.4,68,18,395,3,1,5.4,18,14,Medium,49.2,5.4,3,2,37,60.1,Quarterly,130,124,8,12,3,Mixed,21,-33.5,17.6,7.1,13.16,17.8,-34.2,2,Yes,No,9.2,99.6,1.6,0,0,High,Apr,Medium,Yes,No,No,Manager,1,No,Low,0.72,3,1,No,2,50.7,27.7,Increasing,Low,Yes,High,35.2,Stable,No,No,Medium,No,Yes,No,No,No,No,No,14,0,2,49.8,3,0,0,0,2.9,8.9,-8.5,10.6,8.8,1.1,-12.0,65,2.7,Improving,51.0,No,0,0,1,0,0,0,0,0,1
40,Summit Industries,79,SMB,4000000,Technology,Technology - Sub2,North,1,1,Private,Subsidiary,GDPR,No,No,N/A,-3.4,43.0,0,0,1,0,0,0,0,0,1,0,1,0,0,Cisco,No,Co-Managed,66700,12,52,10,5,Bundle,59.8,38.1,51.2,1.55,17.9,2.63,63,227,10,1,43.4,2,35.7,49,6,101,3,1,-6.6,4,18,Medium,48.5,17.8,0,1,28,48.9,Monthly,136,41,47,43,3,Mostly Low,47,-5.6,5.4,14.91,21.02,15.9,6.4,1,Unknown,No,18.8,98.2,17.4,1,0,High,Oct,High,No,Yes,No,VP,1,No,High,2.76,77,1,No,1,53.6,52.9,Stable,Medium,No,Medium,44.2,Stable,No,No,Medium,No,No,No,No,No,No,No,1,2,1,39.0,10,0,0,1,0.3,1.0,-3.2,-2.7,-5.2,1.8,-1.5,18,6.2,Worsening,34.7,No,0,0,0,0,1,0,0,0,0
41,Vertex Ltd,383,Mid-Market,13600000,Energy,Energy - Sub3,Scotland,4,1,PE-Backed,Standalone,GDPR,No,No,N/A,19.5,57.6,0,1,0,1,0,0,0,0,0,0,0,0,0,Cato Networks,No,Co-Managed,34300,12,36,22,2,Bundle,87.6,56.9,65.7,0.8,-20.9,2.72,31,72,12,1,16.6,1,56.3,74,10,184,2,0,9.1,1,13,Medium,8.0,13.4,1,0,54,92.5,Quarterly,100,21,5,1,2,Mostly Low,5,21.3,28.0,0.51,17.47,30.0,22.6,3,Unknown,No,-16.0,100.0,13.5,2,0,Medium,Oct,High,No,No,No,Manager,1,No,None,1.19,8,4,Yes,1,61.3,39.9,Increasing,High,Yes,Low,82.2,Increasing,No,No,Medium,No,No,No,No,No,No,No,9,3,2,30.3,8,1,0,2,-8.0,-31.5,-14.3,0.3,1.1,10.9,4.4,158,13.6,Improving,46.8,No,0,1,0,0,1,0,1,1,1
42,Fusion & Co,83,SMB,2100000,Professional Services,Professional Services - Sub1,North,1,1,Private,Standalone,GDPR,No,Yes,Series B+,-1.8,63.5,0,1,0,0,1,0,0,0,0,0,0,0,0,Versa Networks,No,Self-Managed,45100,36,32,6,4,A la carte,48.8,33.0,51.9,1.37,41.1,2.74,21,6,11,1,33.4,2,59.8,73,15,70,3,1,11.4,1,25,Low,39.1,0.0,0,2,43,51.8,Monthly,22,146,44,31,1,Mixed,44,3.5,4.2,13.75,39.52,2.5,-26.3,1,Unknown,No,3.5,100.0,14.4,1,0,Medium,Apr,Low,No,No,Yes,Director,3,No,None,1.28,3,1,Yes,1,64.4,59.7,Increasing,Medium,No,High,62.8,Stable,No,No,Medium,No,No,No,No,No,No,No,2,3,1,29.7,3,1,0,1,5.5,16.2,-1.6,7.7,-8.6,0.2,-8.0,15,26.6,Improving,18.8,No,0,0,0,0,0,0,0,0,1
43,Sterling Systems,90,SMB,4900000,Healthcare,Healthcare - Sub1,Scotland,1,1,Private,Standalone,HIPAA-equiv,No,No,N/A,14.0,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,8000,24,4,14,1,A la carte,40.6,26.5,95.6,0.88,-11.5,1.77,1,83,3,1,40.4,0,19.2,41,4,334,1,2,-7.5,3,22,Low,11.2,8.5,2,2,30,48.3,Quarterly,76,48,76,41,5,Mixed,51,6.9,15.8,5.34,8.84,27.9,13.2,3,Yes,No,1.6,81.0,8.6,2,0,Low,Oct,Medium,Yes,No,Yes,C-Suite,2,No,Low,1.09,2,3,Yes,1,57.8,37.3,Increasing,Medium,Yes,Medium,43.7,Stable,No,No,Medium,No,No,No,No,Yes,No,No,8,1,1,22.3,7,1,1,0,6.1,14.5,-0.6,-2.0,-3.5,0.9,14.0,25,14.4,Improving,38.3,Yes,0,0,0,0,0,0,0,0,0
44,Zenith & Co,1029,Corporate,20600000,Legal,Legal - Sub2,South East,6,1,Private,Subsidiary,GDPR,No,No,Post-IPO,8.4,65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,Yes,Co-Managed,20800,12,2,7,2,Bundle,48.6,45.1,54.8,1.45,3.7,3.78,1,107,28,1,60.6,2,68.7,38,11,385,4,2,11.7,23,19,High,1.0,0.0,2,1,24,51.7,Quarterly,100,125,48,26,9,Mostly Low,40,16.2,16.8,18.99,23.91,39.3,5.5,3,No,No,-13.1,99.1,3.4,2,0,Low,Oct,Medium,No,No,No,Director,5,No,Medium,0.83,13,2,No,0,59.0,47.6,Increasing,Medium,Unknown,Medium,53.0,Decreasing,No,Yes,None,No,Yes,Yes,No,Yes,No,No,15,3,0,23.5,6,0,2,0,-5.5,-11.9,-2.5,1.0,-12.5,-2.3,5.3,20,4.5,Worsening,47.4,No,0,0,0,0,1,0,0,0,1
45,Ironwood Partners,75,SMB,1700000,Retail,Retail - Sub1,South East,1,1,Private,Standalone,GDPR,Yes,No,N/A,2.4,39.9,1,0,0,0,1,0,0,0,0,0,0,0,0,Cisco,No,Fully Managed,34400,24,55,7,5,Bundle,48.1,29.3,45.0,1.33,-16.2,2.29,36,1042,12,1,46.4,3,55.8,61,7,905,1,2,-2.3,13,21,Low,48.1,21.6,2,0,10,40.6,Monthly,13,46,53,47,0,Mixed,38,-5.9,7.4,3.33,4.5,9.3,-14.4,0,Yes,No,14.5,90.4,12.7,2,0,Low,Jul,High,No,No,No,Manager,5,No,Low,1.32,19,0,No,2,43.5,5.0,Stable,Medium,Unknown,High,34.6,Increasing,No,No,Medium,No,No,No,No,No,No,No,7,1,1,45.9,8,2,0,1,-1.0,-2.7,-5.8,-5.0,3.2,6.0,-5.3,117,9.3,Stable,41.5,No,0,0,0,0,0,1,0,0,0
46,Vertex & Co,60,SMB,2100000,Technology,Technology - Sub1,East Anglia,1,1,Private,Standalone,GDPR,No,No,N/A,13.2,61.5,0,0,0,0,0,0,0,0,1,0,0,0,0,Fortinet,No,Fully Managed,18100,24,21,6,3,A la carte,64.8,40.0,61.2,1.02,-9.8,2.44,12,61,36,1,40.3,3,71.1,140,18,500,2,2,0.7,14,11,High,27.2,0.0,1,0,38,64.2,Quarterly,21,82,28,45,1,Mostly Low,48,20.4,12.4,12.18,12.51,22.0,-39.8,3,Yes,No,19.4,81.5,3.0,1,0,Low,Jan,Medium,Yes,No,No,VP,2,No,High,1.22,1,2,No,0,55.8,50.4,Stable,High,Yes,Medium,38.6,Decreasing,Yes,No,Low,No,No,No,Yes,No,No,No,1,1,1,22.2,5,1,0,1,-3.0,-10.0,2.2,7.4,9.3,-1.9,-1.8,527,24.8,Improving,40.7,No,1,0,1,0,0,1,0,1,1
47,Nova Corp,959,Mid-Market,45500000,Public Sector,Public Sector - Sub1,North West,6,1,PE-Backed,Standalone,GDPR,No,No,N/A,24.4,54.9,0,0,0,0,0,0,0,0,1,0,0,0,0,Zscaler,Yes,Fully Managed,62900,24,2,19,1,Bundle,66.3,59.1,47.6,1.42,17.0,2.69,15,168,2,2,34.1,2,55.5,37,8,914,5,1,21.5,26,18,High,5.0,3.9,1,0,38,50.4,Annually,15,47,56,32,5,Mostly High,65,-10.4,4.9,3.61,12.5,10.4,-22.6,2,Yes,No,22.4,99.5,15.6,2,1,Medium,Jul,Low,No,No,Yes,VP,2,No,Medium,0.71,40,2,No,1,41.4,51.9,Stable,High,Unknown,Low,19.1,Stable,No,No,High,No,Yes,No,No,No,No,Yes,3,0,1,35.8,9,0,0,0,-3.2,-7.9,-9.0,5.3,1.7,-5.6,-9.1,133,4.4,Improving,67.2,No,0,1,1,0,0,0,0,0,1
48,Ironwood PLC,1446,Corporate,48700000,Insurance,Insurance - Sub3,Scotland,7,1,Public,Standalone,GDPR,No,Yes,N/A,15.5,82.1,0,1,0,0,0,1,0,0,1,0,0,1,0,Zscaler,Yes,Fully Managed,134000,12,25,15,7,A la carte,16.1,10.9,93.6,1.51,-6.4,2.46,60,355,26,3,80.0,3,77.1,69,11,636,4,5,-18.9,17,30,High,52.3,10.0,3,0,21,14.1,Monthly,44,183,31,41,9,Mixed,25,1.4,10.1,2.75,12.4,2.1,9.9,0,Yes,No,-17.6,95.9,22.3,3,0,Low,Jul,High,No,No,Yes,None,1,No,None,2.29,12,1,No,3,63.4,36.0,Stable,Medium,Unknown,High,61.6,Increasing,No,No,Low,No,Yes,No,No,No,Yes,No,19,3,1,26.3,6,0,0,0,0.1,0.4,-0.3,1.8,-3.6,5.8,-10.8,16,14.9,Worsening,50.6,Yes,0,0,0,0,0,0,0,0,0
49,Sterling Industries,129,SMB,2900000,Legal,Legal - Sub1,Midlands,2,1,Public,Standalone,GDPR,No,No,Post-IPO,9.6,45.1,1,1,0,0,0,0,0,0,0,0,0,0,0,Fortinet,Yes,Fully Managed,37900,12,22,22,5,Bundle,56.7,55.3,62.4,0.81,-5.2,2.67,22,463,15,1,42.4,1,42.1,48,10,141,4,1,7.8,15,19,Medium,69.0,0.0,1,4,43,53.0,Quarterly,41,104,21,23,2,Mostly Low,50,8.7,5.2,5.77,19.14,29.6,-1.4,3,Unknown,Yes,-9.9,89.1,22.1,1,0,High,Oct,Medium,No,Yes,Yes,None,3,Yes,None,1.39,18,1,No,3,74.0,67.9,Decreasing,High,Yes,Low,12.4,Increasing,No,No,Low,No,No,No,No,No,Yes,No,11,3,1,23.4,6,0,0,1,3.3,7.1,-4.1,5.2,0.8,3.3,-0.8,396,25.9,Improving,58.9,No,0,0,0,0,0,0,0,0,0
